route,policy,field_weight,initial_length,final_length,improvement,improvement_pct,passes_run,total_selected,mean_selected_per_pass,mean_rank_diff_top20,seconds,known_opt,gap_pct,hit
0,delta_batch,0.0,176928192.0,154175328.0,22752864.0,12.859942637067132,500,16000,32.0,0.0,13.22434687614441,142382641.0,8.28239096927553,
0,sm_improve_batch,0.0,176928192.0,151226464.0,25701728.0,14.526643667957675,500,16000,32.0,0.011964690382081686,15.816259860992432,142382641.0,6.211307037070622,
0,sm_field_batch,0.0001,176928192.0,151897344.0,25030848.0,14.147461587127957,500,16000,32.0,0.07171878696302937,16.4506893157959,142382641.0,6.682488071000171,
0,sm_field_batch,0.001,176928192.0,150976816.0,25951376.0,14.667744979839053,500,15851,31.702,0.34034833299981043,14.620671272277832,142382641.0,6.035971056331228,
0,sm_field_batch,0.005,176928192.0,151134192.0,25794000.0,14.57879589929908,500,15969,31.938,0.4432140106387495,14.682411432266235,142382641.0,6.146501384252312,
0,sm_field_batch,0.01,176928192.0,153416080.0,23512112.0,13.289070404336693,500,16000,32.0,0.5947213762133281,16.36781144142151,142382641.0,7.749146189808349,
0,sm_field_batch,0.05,176928192.0,153556272.0,23371920.0,13.209833738650312,500,15902,31.804,0.8445874398468924,14.691175937652588,142382641.0,7.847607630764483,
